id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2014-9649,"Cross-site scripting (XSS) vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary web script or HTML via the path info to api/, which is not properly handled in an error message.",RabbitMQ,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"The management plugin in RabbitMQ versions 2.1.0 through 3.4.x before 3.4.1 does not properly handle the path info to api/ in error messages, allowing attackers to inject arbitrary web script or HTML via the path info.","Remote attackers can inject arbitrary web script or HTML, potentially allowing them to steal session cookies, hijack user accounts, or perform other malicious actions.",2015-01-27T20:02:39.637,,,nvd,crosssite scripting xss vulnerability in the management plugin in rabbitmq 210 through 34x before 341 allows remote attackers to inject arbitrary web script or html via the path info to api which is not properly handled in an error message,"Cross-site scripting (XSS) vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary web script or HTML via the path info to api/, which is not properly handled in an error message.",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-9650,CRLF injection vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via the download parameter to api/definitions.,RabbitMQ,CWE-916,"Improper handling of CRLF sequences can allow an attacker to inject arbitrary HTTP headers, leading to HTTP response splitting attacks.","The management plugin in RabbitMQ versions 2.1.0 through 3.4.x before 3.4.1 did not properly sanitize the `download` parameter in the `/api/definitions` endpoint, allowing CRLF injection.","Remote attackers can inject arbitrary HTTP headers and conduct HTTP response splitting attacks, potentially leading to session hijacking, data manipulation, or other attacks.",2015-01-27T20:03:15.080,,,nvd,crlf injection vulnerability in the management plugin in rabbitmq 210 through 34x before 341 allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via the download parameter to apidefinitions,CRLF injection vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via the download parameter to api/definitions.,"Improper handling of CRLF sequences can allow an attacker to inject arbitrary HTTP headers, leading to HTTP response splitting attacks."
CVE-2014-9568,"puppetlabs-rabbitmq 3.0 through 4.1 stores the RabbitMQ Erlang cookie value in the facts of a node, which allows local users to obtain sensitive information as demonstrated by using Facter.",RabbitMQ,CWE-200,Information Exposure,"The puppetlabs-rabbitmq package stores the RabbitMQ Erlang cookie in the node's facts, making it accessible to local users via tools like Facter.","Local users can obtain the sensitive RabbitMQ Erlang cookie, potentially allowing them to compromise the RabbitMQ server.",2015-02-03T16:59:07.470,,,nvd,puppetlabsrabbitmq 30 through 41 stores the rabbitmq erlang cookie value in the facts of a node which allows local users to obtain sensitive information as demonstrated by using facter,"puppetlabs-rabbitmq 3.0 through 4.1 stores the RabbitMQ Erlang cookie value in the facts of a node, which allows local users to obtain sensitive information as demonstrated by using Facter.",Information Exposure
CVE-2015-6858,HP Insight Control server provisioning before 7.5.0 RabbitMQ allows remote attackers to obtain sensitive information via unspecified vectors.,RabbitMQ,CWE-200,Information Exposure,Unspecified vulnerability in HP Insight Control server provisioning before version 7.5.0 allows remote attackers to obtain sensitive information via unspecified vectors.,Remote attackers can obtain sensitive information.,2016-01-05T11:59:04.427,,,nvd,hp insight control server provisioning before 750 rabbitmq allows remote attackers to obtain sensitive information via unspecified vectors,HP Insight Control server provisioning before 7.5.0 RabbitMQ allows remote attackers to obtain sensitive information via unspecified vectors.,Information Exposure
CVE-2015-5329,"The TripleO Heat templates (tripleo-heat-templates), as used in Red Hat Enterprise Linux OpenStack Platform 7.0, do not properly use the configured RabbitMQ credentials, which makes it easier for remote attackers to obtain access to services in deployed overclouds by leveraging knowledge of the defa",RabbitMQ,CWE-259,Use of Hard-coded Credentials,The TripleO Heat templates do not properly use the configured RabbitMQ credentials.,Remote attackers can obtain access to services in deployed overclouds by leveraging knowledge of the default credentials.,2016-04-11T21:59:05.100,,,nvd,the tripleo heat templates tripleoheattemplates as used in red hat enterprise linux openstack platform 70 do not properly use the configured rabbitmq credentials which makes it easier for remote attackers to obtain access to services in deployed overclouds by leveraging knowledge of the defa,"The TripleO Heat templates (tripleo-heat-templates), as used in Red Hat Enterprise Linux OpenStack Platform 7.0, do not properly use the configured RabbitMQ credentials, which makes it easier for remote attackers to obtain access to services in deployed overclouds by leveraging knowledge of the defa",Use of Hard-coded Credentials
CVE-2016-0929,"The metrics-collection component in RabbitMQ for Pivotal Cloud Foundry (PCF) 1.6.x before 1.6.4 logs command lines of failed commands, which might allow context-dependent attackers to obtain sensitive information by reading the log data, as demonstrated by a syslog message that contains credentials ",RabbitMQ,CWE-200,Information Exposure,"The metrics-collection component in RabbitMQ for Pivotal Cloud Foundry (PCF) 1.6.x before 1.6.4 logs command lines of failed commands, including sensitive information like credentials.",Context-dependent attackers might obtain sensitive information by reading the log data.,2016-09-18T02:59:09.980,,,nvd,the metricscollection component in rabbitmq for pivotal cloud foundry pcf 16x before 164 logs command lines of failed commands which might allow contextdependent attackers to obtain sensitive information by reading the log data as demonstrated by a syslog message that contains credentials,"The metrics-collection component in RabbitMQ for Pivotal Cloud Foundry (PCF) 1.6.x before 1.6.4 logs command lines of failed commands, which might allow context-dependent attackers to obtain sensitive information by reading the log data, as demonstrated by a syslog message that contains credentials ",Information Exposure
CVE-2015-8786,The Management plugin in RabbitMQ before 3.6.1 allows remote authenticated users with certain privileges to cause a denial of service (resource consumption) via the (1) lengths_age or (2) lengths_incr parameter.,RabbitMQ,CWE-400,Uncontrolled Resource Consumption,Improper handling of the lengths_age and lengths_incr parameters in the Management plugin allows remote authenticated users with specific privileges to trigger excessive resource consumption.,Denial of service (resource consumption),2016-12-09T20:59:00.157,,,nvd,the management plugin in rabbitmq before 361 allows remote authenticated users with certain privileges to cause a denial of service resource consumption via the 1 lengths_age or 2 lengths_incr parameter,The Management plugin in RabbitMQ before 3.6.1 allows remote authenticated users with certain privileges to cause a denial of service (resource consumption) via the (1) lengths_age or (2) lengths_incr parameter.,Uncontrolled Resource Consumption
CVE-2016-9877,"An issue was discovered in Pivotal RabbitMQ 3.x before 3.5.8 and 3.6.x before 3.6.6 and RabbitMQ for PCF 1.5.x before 1.5.20, 1.6.x before 1.6.12, and 1.7.x before 1.7.7. MQTT (MQ Telemetry Transport) connection authentication with a username/password pair succeeds if an existing username is provide",RabbitMQ,CWE-287,Improper Authentication,"MQTT connection authentication with username/password pair succeeds if an existing username is provided, even without a valid password.",Unauthorized access to the RabbitMQ server via MQTT connections.,2016-12-29T09:59:00.790,,,nvd,an issue was discovered in pivotal rabbitmq 3x before 358 and 36x before 366 and rabbitmq for pcf 15x before 1520 16x before 1612 and 17x before 177 mqtt mq telemetry transport connection authentication with a usernamepassword pair succeeds if an existing username is provide,"An issue was discovered in Pivotal RabbitMQ 3.x before 3.5.8 and 3.6.x before 3.6.6 and RabbitMQ for PCF 1.5.x before 1.5.20, 1.6.x before 1.6.12, and 1.7.x before 1.7.7. MQTT (MQ Telemetry Transport) connection authentication with a username/password pair succeeds if an existing username is provide",Improper Authentication
CVE-2017-4965,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. Several forms in the RabbitMQ management",RabbitMQ,CWE-20,Improper Input Validation,Unspecified vulnerability in the forms of the RabbitMQ management plugin.,Potential for unauthorized access or other unspecified impacts.,2017-06-13T06:29:00.457,6.1,MEDIUM,nvd,an issue was discovered in these pivotal rabbitmq versions all 34x versions all 35x versions and 36x versions prior to 369 and these rabbitmq for pcf versions all 15x versions 16x versions prior to 1618 and 17x versions prior to 1715 several forms in the rabbitmq management,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. Several forms in the RabbitMQ management",Improper Input Validation
CVE-2017-4966,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. RabbitMQ management UI stores signed-in ",RabbitMQ,CWE-200,Information Exposure,The RabbitMQ management UI improperly stores signed-in user session information.,Unauthorized access to sensitive user session information.,2017-06-13T06:29:00.503,7.8,HIGH,nvd,an issue was discovered in these pivotal rabbitmq versions all 34x versions all 35x versions and 36x versions prior to 369 and these rabbitmq for pcf versions all 15x versions 16x versions prior to 1618 and 17x versions prior to 1715 rabbitmq management ui stores signedin,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. RabbitMQ management UI stores signed-in ",Information Exposure
CVE-2017-4967,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. Several forms in the RabbitMQ management",RabbitMQ,CWE-20,Improper Input Validation,Unspecified vulnerabilities in several forms of the RabbitMQ management interface.,Potential for unauthorized access or modification of RabbitMQ settings.,2017-06-13T06:29:00.520,6.1,MEDIUM,nvd,an issue was discovered in these pivotal rabbitmq versions all 34x versions all 35x versions and 36x versions prior to 369 and these rabbitmq for pcf versions all 15x versions 16x versions prior to 1618 and 17x versions prior to 1715 several forms in the rabbitmq management,"An issue was discovered in these Pivotal RabbitMQ versions: all 3.4.x versions, all 3.5.x versions, and 3.6.x versions prior to 3.6.9; and these RabbitMQ for PCF versions: all 1.5.x versions, 1.6.x versions prior to 1.6.18, and 1.7.x versions prior to 1.7.15. Several forms in the RabbitMQ management",Improper Input Validation
CVE-2018-14620,The OpenStack RabbitMQ container image insecurely retrieves the rabbitmq_clusterer component over HTTP during the build stage. This could potentially allow an attacker to serve malicious code to the image builder and install in the resultant container image. Version of openstack-rabbitmq-container a,RabbitMQ,CWE-327,Use of a Broken or Risky Cryptographic Algorithm,"The OpenStack RabbitMQ container image insecurely retrieves the rabbitmq_clusterer component over HTTP during the build stage, allowing an attacker to inject malicious code.","An attacker could serve malicious code to the image builder, resulting in the installation of malicious code in the resultant container image.",2018-09-10T19:29:00.190,,,nvd,the openstack rabbitmq container image insecurely retrieves the rabbitmq_clusterer component over http during the build stage this could potentially allow an attacker to serve malicious code to the image builder and install in the resultant container image version of openstackrabbitmqcontainer a,The OpenStack RabbitMQ container image insecurely retrieves the rabbitmq_clusterer component over HTTP during the build stage. This could potentially allow an attacker to serve malicious code to the image builder and install in the resultant container image. Version of openstack-rabbitmq-container a,Use of a Broken or Risky Cryptographic Algorithm
CVE-2018-1279,"Pivotal RabbitMQ for PCF, all versions, uses a deterministically generated cookie that is shared between all machines when configured in a multi-tenant cluster. A remote attacker who can gain information about the network topology can guess this cookie and, if they have access to the right ports on ",RabbitMQ,CWE-798,Use of Hardcoded Credentials,"Pivotal RabbitMQ for PCF uses a deterministically generated cookie shared across all machines in a multi-tenant cluster, making it predictable.",A remote attacker who knows the network topology can guess the cookie and gain unauthorized access if they have access to the correct ports.,2018-12-10T19:29:25.127,,,nvd,pivotal rabbitmq for pcf all versions uses a deterministically generated cookie that is shared between all machines when configured in a multitenant cluster a remote attacker who can gain information about the network topology can guess this cookie and if they have access to the right ports on,"Pivotal RabbitMQ for PCF, all versions, uses a deterministically generated cookie that is shared between all machines when configured in a multi-tenant cluster. A remote attacker who can gain information about the network topology can guess this cookie and, if they have access to the right ports on ",Use of Hardcoded Credentials
CVE-2018-16879,Ansible Tower before version 3.3.3 does not set a secure channel as it is using the default insecure configuration channel settings for messaging celery workers from RabbitMQ. This could lead in data leak of sensitive information such as passwords as well as denial of service attacks by deleting pro,RabbitMQ,CWE-319,Cleartext Transmission of Sensitive Information,"Ansible Tower versions before 3.3.3 use insecure default configuration settings for messaging celery workers from RabbitMQ, failing to establish a secure channel.",Data leak of sensitive information such as passwords and potential denial-of-service attacks through message deletion.,2019-01-03T14:29:00.197,9.8,CRITICAL,nvd,ansible tower before version 333 does not set a secure channel as it is using the default insecure configuration channel settings for messaging celery workers from rabbitmq this could lead in data leak of sensitive information such as passwords as well as denial of service attacks by deleting pro,Ansible Tower before version 3.3.3 does not set a secure channel as it is using the default insecure configuration channel settings for messaging celery workers from RabbitMQ. This could lead in data leak of sensitive information such as passwords as well as denial of service attacks by deleting pro,Cleartext Transmission of Sensitive Information
CVE-2019-9546,SolarWinds Orion Platform before 2018.4 Hotfix 2 allows privilege escalation through the RabbitMQ service.,RabbitMQ,CWE-264,"Permissions, privileges, and access rights are not properly enforced, allowing an attacker to escalate their privileges.",Improper access controls in the RabbitMQ service within the SolarWinds Orion Platform.,"Privilege escalation, allowing an attacker to gain unauthorized access and control of the system.",2019-03-01T22:29:00.230,,,nvd,solarwinds orion platform before 20184 hotfix 2 allows privilege escalation through the rabbitmq service,SolarWinds Orion Platform before 2018.4 Hotfix 2 allows privilege escalation through the RabbitMQ service.,"Permissions, privileges, and access rights are not properly enforced, allowing an attacker to escalate their privileges."
CVE-2019-11281,"Pivotal RabbitMQ, versions prior to v3.7.18, and RabbitMQ for PCF, versions 1.15.x prior to 1.15.13, versions 1.16.x prior to 1.16.6, and versions 1.17.x prior to 1.17.3, contain two components, the virtual host limits page, and the federation management UI, which do not properly sanitize user input",RabbitMQ,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),The virtual host limits page and the federation management UI in Pivotal RabbitMQ and RabbitMQ for PCF do not properly sanitize user input.,"Potentially allows attackers to execute arbitrary SQL commands through crafted input, leading to data breaches, server compromise, or denial of service.",2019-10-16T16:15:10.340,4.8,MEDIUM,nvd,pivotal rabbitmq versions prior to v3718 and rabbitmq for pcf versions 115x prior to 11513 versions 116x prior to 1166 and versions 117x prior to 1173 contain two components the virtual host limits page and the federation management ui which do not properly sanitize user input,"Pivotal RabbitMQ, versions prior to v3.7.18, and RabbitMQ for PCF, versions 1.15.x prior to 1.15.13, versions 1.16.x prior to 1.16.6, and versions 1.17.x prior to 1.17.3, contain two components, the virtual host limits page, and the federation management UI, which do not properly sanitize user input",Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2019-11291,"Pivotal RabbitMQ, 3.7 versions prior to v3.7.20 and 3.8 version prior to v3.8.1, and RabbitMQ for PCF, 1.16.x versions prior to 1.16.7 and 1.17.x versions prior to 1.17.4, contain two endpoints, federation and shovel, which do not properly sanitize user input. A remote authenticated malicious user w",RabbitMQ,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The federation and shovel endpoints in Pivotal RabbitMQ and RabbitMQ for PCF did not properly sanitize user input.,"A remote authenticated malicious user could potentially exploit this vulnerability to execute arbitrary scripts in the context of the victim's browser, potentially leading to unauthorized access, data theft, or other malicious activities.",2019-11-22T23:15:11.270,4.8,MEDIUM,nvd,pivotal rabbitmq 37 versions prior to v3720 and 38 version prior to v381 and rabbitmq for pcf 116x versions prior to 1167 and 117x versions prior to 1174 contain two endpoints federation and shovel which do not properly sanitize user input a remote authenticated malicious user w,"Pivotal RabbitMQ, 3.7 versions prior to v3.7.20 and 3.8 version prior to v3.8.1, and RabbitMQ for PCF, 1.16.x versions prior to 1.16.7 and 1.17.x versions prior to 1.17.4, contain two endpoints, federation and shovel, which do not properly sanitize user input. A remote authenticated malicious user w",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-11287,"Pivotal RabbitMQ, versions 3.7.x prior to 3.7.21 and 3.8.x prior to 3.8.1, and RabbitMQ for Pivotal Platform, 1.16.x versions prior to 1.16.7 and 1.17.x versions prior to 1.17.4, contain a web management plugin that is vulnerable to a denial of service attack. The ""X-Reason"" HTTP Header can be lever",RabbitMQ,CWE-400,Uncontrolled Resource Consumption,"A vulnerability in the web management plugin's handling of the ""X-Reason"" HTTP header allows attackers to trigger a denial-of-service condition by sending specially crafted requests.",Denial of service (DoS).  The affected RabbitMQ server becomes unavailable to legitimate users.,2019-11-23T00:15:10.683,7.5,HIGH,nvd,pivotal rabbitmq versions 37x prior to 3721 and 38x prior to 381 and rabbitmq for pivotal platform 116x versions prior to 1167 and 117x versions prior to 1174 contain a web management plugin that is vulnerable to a denial of service attack the xreason http header can be lever,"Pivotal RabbitMQ, versions 3.7.x prior to 3.7.21 and 3.8.x prior to 3.8.1, and RabbitMQ for Pivotal Platform, 1.16.x versions prior to 1.16.7 and 1.17.x versions prior to 1.17.4, contain a web management plugin that is vulnerable to a denial of service attack. The ""X-Reason"" HTTP Header can be lever",Uncontrolled Resource Consumption
CVE-2019-18609,An issue was discovered in amqp_handle_input in amqp_connection.c in rabbitmq-c 0.9.0. There is an integer overflow that leads to heap memory corruption in the handling of CONNECTION_STATE_HEADER. A rogue server could return a malicious frame header that leads to a smaller target_size value than nee,RabbitMQ,CWE-190,Integer overflow vulnerability.  An integer overflow occurs when an arithmetic operation results in a value that is outside the range that can be represented by the data type used to store the result.,"An integer overflow in the `amqp_handle_input` function within `amqp_connection.c` allows a rogue server to send a malicious frame header resulting in a smaller `target_size` value than needed, leading to heap memory corruption.","Heap memory corruption, potentially leading to arbitrary code execution or denial of service.",2019-12-01T22:15:10.897,9.8,CRITICAL,nvd,an issue was discovered in amqp_handle_input in amqp_connectionc in rabbitmqc 090 there is an integer overflow that leads to heap memory corruption in the handling of connection_state_header a rogue server could return a malicious frame header that leads to a smaller target_size value than nee,An issue was discovered in amqp_handle_input in amqp_connection.c in rabbitmq-c 0.9.0. There is an integer overflow that leads to heap memory corruption in the handling of CONNECTION_STATE_HEADER. A rogue server could return a malicious frame header that leads to a smaller target_size value than nee,Integer overflow vulnerability.  An integer overflow occurs when an arithmetic operation results in a value that is outside the range that can be represented by the data type used to store the result.
CVE-2019-19340,"A flaw was found in Ansible Tower, versions 3.6.x before 3.6.2 and 3.5.x before 3.5.3, where enabling RabbitMQ manager by setting it with '-e rabbitmq_enable_manager=true' exposes the RabbitMQ management interface publicly, as expected. If the default admin user is still active, an attacker could gu",RabbitMQ,CWE-200,Information Exposure,Enabling the RabbitMQ manager with the default admin user still active exposes the RabbitMQ management interface publicly.,"An attacker could gain unauthorized access to the RabbitMQ management interface, potentially leading to further compromise of the system.",2019-12-19T21:15:13.887,8.2,HIGH,nvd,a flaw was found in ansible tower versions 36x before 362 and 35x before 353 where enabling rabbitmq manager by setting it with e rabbitmq_enable_managertrue exposes the rabbitmq management interface publicly as expected if the default admin user is still active an attacker could gu,"A flaw was found in Ansible Tower, versions 3.6.x before 3.6.2 and 3.5.x before 3.5.3, where enabling RabbitMQ manager by setting it with '-e rabbitmq_enable_manager=true' exposes the RabbitMQ management interface publicly, as expected. If the default admin user is still active, an attacker could gu",Information Exposure
CVE-2019-19342,"A flaw was found in Ansible Tower, versions 3.6.x before 3.6.2 and 3.5.x before 3.5.4, when /websocket is requested and the password contains the '#' character. This request would cause a socket error in RabbitMQ when parsing the password and an HTTP error code 500 and partial password disclose will",RabbitMQ,CWE-20,Improper Input Validation,Improper handling of the '#' character in passwords within the Ansible Tower's /websocket request.,"Socket error in RabbitMQ, HTTP error code 500, and partial password disclosure.",2019-12-19T21:15:14.167,5.3,MEDIUM,nvd,a flaw was found in ansible tower versions 36x before 362 and 35x before 354 when websocket is requested and the password contains the  character this request would cause a socket error in rabbitmq when parsing the password and an http error code 500 and partial password disclose will,"A flaw was found in Ansible Tower, versions 3.6.x before 3.6.2 and 3.5.x before 3.5.4, when /websocket is requested and the password contains the '#' character. This request would cause a socket error in RabbitMQ when parsing the password and an HTTP error code 500 and partial password disclose will",Improper Input Validation
CVE-2016-2032,"A vulnerability exists in the Aruba AirWave Management Platform 8.x prior to 8.2 in the management interface of an underlying system component called RabbitMQ, which could let a malicious user obtain sensitive information. This interface listens on TCP port 15672 and 55672",RabbitMQ,CWE-200,Information Exposure,"Insecure configuration of the RabbitMQ management interface in Aruba AirWave Management Platform 8.x prior to 8.2, listening on TCP ports 15672 and 55672.",A malicious user could obtain sensitive information.,2020-01-31T20:15:10.663,7.5,HIGH,nvd,a vulnerability exists in the aruba airwave management platform 8x prior to 82 in the management interface of an underlying system component called rabbitmq which could let a malicious user obtain sensitive information this interface listens on tcp port 15672 and 55672,"A vulnerability exists in the Aruba AirWave Management Platform 8.x prior to 8.2 in the management interface of an underlying system component called RabbitMQ, which could let a malicious user obtain sensitive information. This interface listens on TCP port 15672 and 55672",Information Exposure
CVE-2020-11972,"Apache Camel RabbitMQ enables Java deserialization by default. Apache Camel 2.22.x, 2.23.x, 2.24.x, 2.25.0, 3.0.0 up to 3.1.0 are affected. 2.x users should upgrade to 2.25.1, 3.x users should upgrade to 3.2.0.",RabbitMQ,CWE-502,Deserialization of untrusted data,"Apache Camel RabbitMQ enables Java deserialization by default in versions 2.22.x, 2.23.x, 2.24.x, 2.25.0, 3.0.0 up to 3.1.0.",Remote attackers could exploit this vulnerability to execute arbitrary code on the server.,2020-05-14T17:15:12.117,9.8,CRITICAL,nvd,apache camel rabbitmq enables java deserialization by default apache camel 222x 223x 224x 2250 300 up to 310 are affected 2x users should upgrade to 2251 3x users should upgrade to 320,"Apache Camel RabbitMQ enables Java deserialization by default. Apache Camel 2.22.x, 2.23.x, 2.24.x, 2.25.0, 3.0.0 up to 3.1.0 are affected. 2.x users should upgrade to 2.25.1, 3.x users should upgrade to 3.2.0.",Deserialization of untrusted data
CVE-2020-11981,"An issue was found in Apache Airflow versions 1.10.10 and below. When using CeleryExecutor, if an attacker can connect to the broker (Redis, RabbitMQ) directly, it is possible to inject commands, resulting in the celery worker running arbitrary commands.",RabbitMQ,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"Lack of proper input validation and sanitization when handling commands submitted through the CeleryExecutor in Apache Airflow versions 1.10.10 and below, allowing attackers to inject malicious commands into the broker.","Arbitrary command execution on the celery worker, potentially leading to system compromise, data breach, or denial of service.",2020-07-17T00:15:10.400,9.8,CRITICAL,nvd,an issue was found in apache airflow versions 11010 and below when using celeryexecutor if an attacker can connect to the broker redis rabbitmq directly it is possible to inject commands resulting in the celery worker running arbitrary commands,"An issue was found in Apache Airflow versions 1.10.10 and below. When using CeleryExecutor, if an attacker can connect to the broker (Redis, RabbitMQ) directly, it is possible to inject commands, resulting in the celery worker running arbitrary commands.",Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2020-11982,"An issue was found in Apache Airflow versions 1.10.10 and below. When using CeleryExecutor, if an attack can connect to the broker (Redis, RabbitMQ) directly, it was possible to insert a malicious payload directly to the broker which could lead to a deserialization attack (and thus remote code execu",RabbitMQ,CWE-502,Deserialization of untrusted data,"Lack of input validation when using CeleryExecutor with Redis or RabbitMQ as a broker allows attackers to inject malicious payloads via the broker, leading to deserialization.",Remote code execution,2020-07-17T00:15:10.477,9.8,CRITICAL,nvd,an issue was found in apache airflow versions 11010 and below when using celeryexecutor if an attack can connect to the broker redis rabbitmq directly it was possible to insert a malicious payload directly to the broker which could lead to a deserialization attack and thus remote code execu,"An issue was found in Apache Airflow versions 1.10.10 and below. When using CeleryExecutor, if an attack can connect to the broker (Redis, RabbitMQ) directly, it was possible to insert a malicious payload directly to the broker which could lead to a deserialization attack (and thus remote code execu",Deserialization of untrusted data
CVE-2020-5419,RabbitMQ versions 3.8.x prior to 3.8.7 are prone to a Windows-specific binary planting security vulnerability that allows for arbitrary code execution. An attacker with write privileges to the RabbitMQ installation directory and local access on Windows could carry out a local binary hijacking (plant,RabbitMQ,CWE-426,Untrusted Search Path,Lack of proper validation of paths when loading libraries on Windows allows an attacker with write access to the RabbitMQ installation directory to place a malicious binary that will be executed.,Arbitrary code execution on the affected system.,2020-08-31T15:15:11.010,6.7,MEDIUM,nvd,rabbitmq versions 38x prior to 387 are prone to a windowsspecific binary planting security vulnerability that allows for arbitrary code execution an attacker with write privileges to the rabbitmq installation directory and local access on windows could carry out a local binary hijacking plant,RabbitMQ versions 3.8.x prior to 3.8.7 are prone to a Windows-specific binary planting security vulnerability that allows for arbitrary code execution. An attacker with write privileges to the RabbitMQ installation directory and local access on Windows could carry out a local binary hijacking (plant,Untrusted Search Path
CVE-2020-35196,The official rabbitmq docker images before 3.7.13-beta.1-management-alpine (Alpine specific) contain a blank password for a root user. System using the rabbitmq docker container deployed by affected versions of the docker image may allow a remote attacker to achieve root access with a blank password,RabbitMQ,CWE-259,Use of Hardcoded Password,The RabbitMQ Docker images before 3.7.13-beta.1-management-alpine contained a blank password for a root user.,A remote attacker could achieve root access to the system using the affected RabbitMQ Docker container with a blank password.,2020-12-17T02:15:13.363,9.8,CRITICAL,nvd,the official rabbitmq docker images before 3713beta1managementalpine alpine specific contain a blank password for a root user system using the rabbitmq docker container deployed by affected versions of the docker image may allow a remote attacker to achieve root access with a blank password,The official rabbitmq docker images before 3.7.13-beta.1-management-alpine (Alpine specific) contain a blank password for a root user. System using the rabbitmq docker container deployed by affected versions of the docker image may allow a remote attacker to achieve root access with a blank password,Use of Hardcoded Password
CVE-2020-36282,JMS Client for RabbitMQ 1.x before 1.15.2 and 2.x before 2.2.0 is vulnerable to unsafe deserialization that can result in code execution via crafted StreamMessage data.,RabbitMQ,CWE-502,Deserialization of untrusted data,Unsafe deserialization of crafted StreamMessage data in JMS Client for RabbitMQ.,Remote code execution,2021-03-12T01:15:12.373,9.8,CRITICAL,nvd,jms client for rabbitmq 1x before 1152 and 2x before 220 is vulnerable to unsafe deserialization that can result in code execution via crafted streammessage data,JMS Client for RabbitMQ 1.x before 1.15.2 and 2.x before 2.2.0 is vulnerable to unsafe deserialization that can result in code execution via crafted StreamMessage data.,Deserialization of untrusted data
CVE-2021-22117,"RabbitMQ installers on Windows prior to version 3.8.16 do not harden plugin directory permissions, potentially allowing attackers with sufficient local filesystem permissions to add arbitrary plugins.",RabbitMQ,CWE-732,Incorrect Permission Assignment,RabbitMQ installers on Windows prior to version 3.8.16 did not properly harden plugin directory permissions.,Attackers with sufficient local filesystem permissions could add arbitrary plugins to RabbitMQ.,2021-05-18T13:15:07.597,7.8,HIGH,nvd,rabbitmq installers on windows prior to version 3816 do not harden plugin directory permissions potentially allowing attackers with sufficient local filesystem permissions to add arbitrary plugins,"RabbitMQ installers on Windows prior to version 3.8.16 do not harden plugin directory permissions, potentially allowing attackers with sufficient local filesystem permissions to add arbitrary plugins.",Incorrect Permission Assignment
CVE-2021-22116,RabbitMQ all versions prior to 3.8.16 are prone to a denial of service vulnerability due to improper input validation in AMQP 1.0 client connection endpoint. A malicious user can exploit the vulnerability by sending malicious AMQP messages to the target RabbitMQ instance having the AMQP 1.0 plugin e,RabbitMQ,CWE-20,Improper input validation,Improper input validation in the AMQP 1.0 client connection endpoint.,Denial of service (DoS),2021-06-08T12:15:10.347,7.5,HIGH,nvd,rabbitmq all versions prior to 3816 are prone to a denial of service vulnerability due to improper input validation in amqp 10 client connection endpoint a malicious user can exploit the vulnerability by sending malicious amqp messages to the target rabbitmq instance having the amqp 10 plugin e,RabbitMQ all versions prior to 3.8.16 are prone to a denial of service vulnerability due to improper input validation in AMQP 1.0 client connection endpoint. A malicious user can exploit the vulnerability by sending malicious AMQP messages to the target RabbitMQ instance having the AMQP 1.0 plugin e,Improper input validation
