id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVELIST:CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-121,Stack-based buffer overflow,The function handle_add_plugin in emqx neuron's cmd.library (plugins/restful/plugin_handle.c) is vulnerable to buffer overflow due to improper input validation or handling.,"Remote attackers can exploit this vulnerability to potentially execute arbitrary code, leading to system compromise.",2024-11-07T17:00:09,5.3,MEDIUM,vulners,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,Stack-based buffer overflow
CVE-2024-44460,An invalid read size in Nanomq v0.21.9 allows attackers to cause a Denial of Service (DoS).,EMQX,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,An invalid read size in the Nanomq v0.21.9 code allows attackers to trigger an out-of-bounds memory read.,Denial of Service (DoS),2024-09-12T20:15:04,7.5,HIGH,vulners,an invalid read size in nanomq v0219 allows attackers to cause a denial of service dos,An invalid read size in Nanomq v0.21.9 allows attackers to cause a Denial of Service (DoS).,Improper Restriction of Operations within the Bounds of a Memory Buffer
OSV:CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Lack of proper validation of user-supplied filenames in the emqx_sn plugin of EMQX v4.3.8 allows attackers to upload a specially crafted .txt file that can traverse directories outside of the intended upload location.,"Attackers can execute directory traversal to access and potentially modify or delete files outside the intended upload directory, leading to data breaches, system compromise, or denial of service.",2023-07-17T20:15:13,6.5,MEDIUM,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The emqx_sn plugin in EMQX v4.3.8 lacks sufficient validation of uploaded .txt files, allowing attackers to manipulate file paths via directory traversal techniques.",Attackers can execute arbitrary code or read sensitive files by uploading a crafted .txt file that exploits the directory traversal vulnerability.,2023-07-17T20:15:13,6.5,MEDIUM,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
NVD:CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Directory ('Path Traversal'),"The emqx_sn plugin in EMQX v4.3.8 lacks proper validation of uploaded .txt files, allowing attackers to use directory traversal techniques.",Attackers can execute arbitrary code or access sensitive files on the server by uploading a specially crafted .txt file.,2023-07-17T20:15:13,6.5,MEDIUM,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Directory ('Path Traversal')
PRION:CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The emqx_sn plugin in EMQX v4.3.8 lacks proper validation of uploaded .txt files, allowing attackers to use directory traversal techniques.",Attackers can execute arbitrary code by uploading a crafted .txt file to access and potentially modify files outside the intended directory.,2023-07-17T20:15:00,4.0,,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
VULNRICHMENT:CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The emqx_sn plugin in EMQX v4.3.8 lacks sufficient validation of uploaded .txt files, allowing attackers to use directory traversal techniques.",Attackers can execute arbitrary code or access sensitive files on the system by uploading a specially crafted .txt file.,2023-07-17T00:00:00,0.0,NONE,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVELIST:CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The emqx_sn plugin in EMQX v4.3.8 lacks sufficient input validation when handling uploaded .txt files, allowing attackers to manipulate the file path to access files outside the intended directory.","Remote code execution or arbitrary file access on the server, potentially leading to data breaches, system compromise, or denial-of-service.",2023-07-17T00:00:00,0.0,NONE,vulners,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2023-34488,NanoMQ 0.17.5 is vulnerable to heap-buffer-overflow in the conn_handler function of mqtt_parser.c when it processes malformed messages.,EMQX,CWE-122,"Heap-based buffer overflow.  This occurs when a program attempts to write data beyond the allocated memory space of a heap buffer, leading to potential crashes, data corruption, or arbitrary code execution.","The conn_handler function in mqtt_parser.c does not properly handle malformed MQTT messages, leading to a heap buffer overflow when processing such messages.",A heap-buffer-overflow in the conn_handler function could lead to a denial of service or potential remote code execution if an attacker crafts a malicious MQTT message.,2023-06-12T14:15:19,7.8,HIGH,vulners,nanomq 0175 is vulnerable to heapbufferoverflow in the conn_handler function of mqtt_parserc when it processes malformed messages,NanoMQ 0.17.5 is vulnerable to heap-buffer-overflow in the conn_handler function of mqtt_parser.c when it processes malformed messages.,"Heap-based buffer overflow.  This occurs when a program attempts to write data beyond the allocated memory space of a heap buffer, leading to potential crashes, data corruption, or arbitrary code execution."
OSV:CVE-2023-34494,NanoMQ 0.16.5 is vulnerable to heap-use-after-free in the nano_ctx_send function of nmq_mqtt.c.,EMQX,CWE-416,Use After Free,A heap-use-after-free vulnerability in the nano_ctx_send function of nmq_mqtt.c,Potential for arbitrary code execution or denial of service.,2023-06-12T14:15:19,7.5,HIGH,vulners,nanomq 0165 is vulnerable to heapuseafterfree in the nano_ctx_send function of nmq_mqttc,NanoMQ 0.16.5 is vulnerable to heap-use-after-free in the nano_ctx_send function of nmq_mqtt.c.,Use After Free
OSV:CVE-2023-34488,NanoMQ 0.17.5 is vulnerable to heap-buffer-overflow in the conn_handler function of mqtt_parser.c when it processes malformed messages.,EMQX,CWE-126,"Buffer Overflow vulnerability:  Improperly handling input data can lead to writing beyond allocated buffer boundaries, potentially overwriting adjacent memory regions.","The conn_handler function in mqtt_parser.c does not properly handle malformed MQTT messages, leading to a heap-buffer-overflow.","A heap-based buffer overflow could lead to denial of service (DoS), arbitrary code execution, or other security vulnerabilities, depending on the nature of the malformed message and system architecture.",2023-06-12T14:15:19,7.8,HIGH,vulners,nanomq 0175 is vulnerable to heapbufferoverflow in the conn_handler function of mqtt_parserc when it processes malformed messages,NanoMQ 0.17.5 is vulnerable to heap-buffer-overflow in the conn_handler function of mqtt_parser.c when it processes malformed messages.,"Buffer Overflow vulnerability:  Improperly handling input data can lead to writing beyond allocated buffer boundaries, potentially overwriting adjacent memory regions."
NVD:CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,Resource Exhaustion,Memory allocation issue in vernemq v2.0.1,Denial of Service (DoS) via excessive memory consumption,2024-09-12T20:15:04,7.5,HIGH,vulners,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,Resource Exhaustion
CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,"Improper memory management can lead to various issues, including memory leaks and denial-of-service attacks.  In this case, a vulnerability allows an attacker to exhaust available memory, resulting in a denial-of-service condition.",A memory allocation issue in vernemq v2.0.1 allows attackers to cause excessive memory consumption.,Denial of Service (DoS),2024-09-12T20:15:04,7.5,HIGH,vulners,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,"Improper memory management can lead to various issues, including memory leaks and denial-of-service attacks.  In this case, a vulnerability allows an attacker to exhaust available memory, resulting in a denial-of-service condition."
OSV:CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,Resource Exhaustion,A memory allocation issue in vernemq v2.0.1 allows attackers to cause excessive memory consumption.,Denial of Service (DoS),2024-09-12T20:15:04,7.5,HIGH,vulners,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,Resource Exhaustion
VULNRICHMENT:CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,Improper resource shutdown or release,Memory allocation issue in vernemq v2.0.1,Denial of Service (DoS) via excessive memory consumption,2024-09-12T00:00:00,0.0,NONE,vulners,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,Improper resource shutdown or release
CVELIST:CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,"Improper memory allocation, leading to resource exhaustion.",A memory allocation issue in vernemq v2.0.1 allows attackers to cause excessive memory consumption.,Denial of Service (DoS),2024-09-12T00:00:00,0.0,NONE,vulners,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,"Improper memory allocation, leading to resource exhaustion."
OPENSUSE-SU-2021:1603-1,"An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   Update to 1.31.0 (go.d.plugin 0.29.0)

   The v1.31.0 release of Netdata comes with re-packaged and redesigned
   elements of the dashboard to help you focus on your ",VerneMQ,CWE-Unknown,The provided text does not describe the nature of the vulnerabilities.  More information is needed to assign a specific CWE.,Unknown - insufficient information provided.,Unknown - insufficient information provided.,2021-12-20T00:00:00,5.8,,vulners,"an update that fixes four vulnerabilities is now available

description

   this update for netdata fixes the following issues

   update to 1310 godplugin 0290

   the v1310 release of netdata comes with repackaged and redesigned
   elements of the dashboard to help you focus on your ","An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   Update to 1.31.0 (go.d.plugin 0.29.0)

   The v1.31.0 release of Netdata comes with re-packaged and redesigned
   elements of the dashboard to help you focus on your ",The provided text does not describe the nature of the vulnerabilities.  More information is needed to assign a specific CWE.
CVE-2021-33175,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07,7.5,HIGH,vulners,emq x broker versions prior to 428 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by the operat,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",Uncontrolled Resource Consumption
NVD:CVE-2021-33175,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07,7.5,HIGH,vulners,emq x broker versions prior to 428 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by the operat,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",Uncontrolled Resource Consumption
OSV:CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07,5.0,,vulners,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Uncontrolled Resource Consumption
NVD:CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07,7.5,HIGH,vulners,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Uncontrolled Resource Consumption
CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07,7.5,HIGH,vulners,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Uncontrolled Resource Consumption
PRION:CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:00,5.0,,vulners,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Uncontrolled Resource Consumption
PRION:CVE-2021-33175,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",VerneMQ,CWE-770,Resource Exhaustion,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service. The application is terminated by the operating system.,2021-06-08T15:15:00,5.0,,vulners,emq x broker versions prior to 428 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by the operat,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",Resource Exhaustion
CVELIST:CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-770,Resource Exhaustion,Excessive memory consumption due to the handling of untrusted inputs.,"Denial of service (DoS) attack, resulting in the application being terminated.",2021-06-08T14:31:23,0.0,NONE,vulners,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Resource Exhaustion
CVELIST:CVE-2021-33175,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T14:31:16,0.0,NONE,vulners,emq x broker versions prior to 428 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by the operat,"EMQ X Broker versions prior to 4.2.8 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by the operat",Uncontrolled Resource Consumption
OPENSUSE-2021-647.NASL,"This update for netdata fixes the following issues :

  - Update to 1.29.3 Release v1.29.3 is a patch release to     improve the stability of the Netdata Agent. We     discovered a bug that when proc.plugin attempts to     collect the operstate parameter for a virtual network     interface. If the c",VerneMQ,CWE-704,Denial of Service (DoS),A bug in the proc.plugin when collecting the operstate parameter for a virtual network interface causes instability in the Netdata Agent.,Instability of the Netdata Agent.,2021-05-18T00:00:00,7.5,HIGH,vulners,"this update for netdata fixes the following issues 

   update to 1293 release v1293 is a patch release to     improve the stability of the netdata agent we     discovered a bug that when procplugin attempts to     collect the operstate parameter for a virtual network     interface if the c","This update for netdata fixes the following issues :

  - Update to 1.29.3 Release v1.29.3 is a patch release to     improve the stability of the Netdata Agent. We     discovered a bug that when proc.plugin attempts to     collect the operstate parameter for a virtual network     interface. If the c",Denial of Service (DoS)
OPENSUSE-SU-2021:0730-1,"An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   - Update to 1.29.3 Release v1.29.3 is a patch release to improve the
     stability of the Netdata Agent. We discovered a bug that when
     proc.plugin attempts to c",VerneMQ,CWE-787,Out-of-bounds Write,A bug in the proc.plugin within the Netdata Agent caused an out-of-bounds write (the description is truncated and doesn't fully explain the specifics of the out-of-bounds write).,Improved stability of the Netdata Agent,2021-05-15T00:00:00,5.8,,vulners,"an update that fixes four vulnerabilities is now available

description

   this update for netdata fixes the following issues

    update to 1293 release v1293 is a patch release to improve the
     stability of the netdata agent we discovered a bug that when
     procplugin attempts to c","An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   - Update to 1.29.3 Release v1.29.3 is a patch release to improve the
     stability of the Netdata Agent. We discovered a bug that when
     proc.plugin attempts to c",Out-of-bounds Write
OPENSUSE-SU-2021:0647-1,"An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   - Update to 1.29.3 Release v1.29.3 is a patch release to improve the
     stability of the Netdata Agent. We discovered a bug that when
     proc.plugin attempts to c",VerneMQ,CWE-787,Out-of-bounds Write,"A bug in the proc.plugin component of the Netdata Agent, where it attempts to write outside allocated memory during processing.",Improved stability of the Netdata Agent.,2021-05-01T00:00:00,5.8,,vulners,"an update that fixes four vulnerabilities is now available

description

   this update for netdata fixes the following issues

    update to 1293 release v1293 is a patch release to improve the
     stability of the netdata agent we discovered a bug that when
     procplugin attempts to c","An update that fixes four vulnerabilities is now available.

Description:

   This update for netdata fixes the following issues:

   - Update to 1.29.3 Release v1.29.3 is a patch release to improve the
     stability of the Netdata Agent. We discovered a bug that when
     proc.plugin attempts to c",Out-of-bounds Write
WOLFI:GHSA-QXP5-GWG8-XV66,"Vulnerabilities for packages: falco-exporter, ipfs, redis-operator, argocd-image-updater, rabbitmq-cluster-operator, k8ssandra-client, trust-manager, zarf, jitsucom-bulker, syft, gcp-compute-persistent-disk-csi-driver, flux-source-controller, glow, ksops, gcsfuse, coredns, buildkitd, boring-registry",RabbitMQ,CWE-937,Improper Handling of Exceptional Conditions,"The provided text only lists vulnerable packages, not the specific vulnerabilities within them.  Therefore, the root cause cannot be determined without further information on each package's specific vulnerabilities.",The impact varies greatly depending on the specific vulnerabilities in each package. Potential impacts could range from denial of service to arbitrary code execution and data breaches.,2025-03-12T22:06:40,0.0,NONE,vulners,vulnerabilities for packages falcoexporter ipfs redisoperator argocdimageupdater rabbitmqclusteroperator k8ssandraclient trustmanager zarf jitsucombulker syft gcpcomputepersistentdiskcsidriver fluxsourcecontroller glow ksops gcsfuse coredns buildkitd boringregistry,"Vulnerabilities for packages: falco-exporter, ipfs, redis-operator, argocd-image-updater, rabbitmq-cluster-operator, k8ssandra-client, trust-manager, zarf, jitsucom-bulker, syft, gcp-compute-persistent-disk-csi-driver, flux-source-controller, glow, ksops, gcsfuse, coredns, buildkitd, boring-registry",Improper Handling of Exceptional Conditions
CHAINGUARD:GHSA-QXP5-GWG8-XV66,"Vulnerabilities for packages: kyverno-notation-aws-fips, mkcert, cluster-autoscaler, vault-benchmark, syft, kubernetes-csi-livenessprobe-fips, spire-controller-manager-fips, kube-rbac-proxy, karpenter, step-kms-plugin-fips, kube-logging-logging-operator, undock, addon-resizer-fips, skopeo, prometheu",RabbitMQ,Unknown,"The provided text lists several packages but doesn't describe a specific vulnerability within any of them.  Therefore, a CWE categorization cannot be assigned without more details about a particular vulnerability.",Unknown,Unknown,2025-03-12T22:06:40,0.0,NONE,vulners,vulnerabilities for packages kyvernonotationawsfips mkcert clusterautoscaler vaultbenchmark syft kubernetescsilivenessprobefips spirecontrollermanagerfips kuberbacproxy karpenter stepkmspluginfips kubeloggingloggingoperator undock addonresizerfips skopeo prometheu,"Vulnerabilities for packages: kyverno-notation-aws-fips, mkcert, cluster-autoscaler, vault-benchmark, syft, kubernetes-csi-livenessprobe-fips, spire-controller-manager-fips, kube-rbac-proxy, karpenter, step-kms-plugin-fips, kube-logging-logging-operator, undock, addon-resizer-fips, skopeo, prometheu","The provided text lists several packages but doesn't describe a specific vulnerability within any of them.  Therefore, a CWE categorization cannot be assigned without more details about a particular vulnerability."
CHAINGUARD:CVE-2025-22870,"Vulnerabilities for packages: kyverno-notation-aws-fips, mkcert, cluster-autoscaler, vault-benchmark, syft, kubernetes-csi-livenessprobe-fips, spire-controller-manager-fips, kube-rbac-proxy, karpenter, step-kms-plugin-fips, kube-logging-logging-operator, undock, addon-resizer-fips, skopeo, prometheu",RabbitMQ,CWE-ID,"This is a placeholder.  The provided text only lists packages, not vulnerabilities.  To determine the CWE, we need descriptions of the specific vulnerabilities within each package.",Unknown - requires vulnerability details for each package.,Unknown - requires vulnerability details for each package.,2025-03-12T19:15:38,0.0,NONE,vulners,vulnerabilities for packages kyvernonotationawsfips mkcert clusterautoscaler vaultbenchmark syft kubernetescsilivenessprobefips spirecontrollermanagerfips kuberbacproxy karpenter stepkmspluginfips kubeloggingloggingoperator undock addonresizerfips skopeo prometheu,"Vulnerabilities for packages: kyverno-notation-aws-fips, mkcert, cluster-autoscaler, vault-benchmark, syft, kubernetes-csi-livenessprobe-fips, spire-controller-manager-fips, kube-rbac-proxy, karpenter, step-kms-plugin-fips, kube-logging-logging-operator, undock, addon-resizer-fips, skopeo, prometheu","This is a placeholder.  The provided text only lists packages, not vulnerabilities.  To determine the CWE, we need descriptions of the specific vulnerabilities within each package."
WOLFI:CVE-2025-22870,"Vulnerabilities for packages: falco-exporter, ipfs, redis-operator, argocd-image-updater, rabbitmq-cluster-operator, k8ssandra-client, trust-manager, zarf, jitsucom-bulker, syft, gcp-compute-persistent-disk-csi-driver, flux-source-controller, glow, ksops, gcsfuse, coredns, buildkitd, boring-registry",RabbitMQ,CWE-399,Resource Management Errors,"The provided text lists multiple packages with vulnerabilities, but does not detail the specific cause of each vulnerability.  The general cause could be a variety of coding errors leading to improper resource handling.",The impact varies depending on the specific vulnerability in each package.  Potential impacts range from denial of service to remote code execution.,2025-03-12T19:15:38,0.0,NONE,vulners,vulnerabilities for packages falcoexporter ipfs redisoperator argocdimageupdater rabbitmqclusteroperator k8ssandraclient trustmanager zarf jitsucombulker syft gcpcomputepersistentdiskcsidriver fluxsourcecontroller glow ksops gcsfuse coredns buildkitd boringregistry,"Vulnerabilities for packages: falco-exporter, ipfs, redis-operator, argocd-image-updater, rabbitmq-cluster-operator, k8ssandra-client, trust-manager, zarf, jitsucom-bulker, syft, gcp-compute-persistent-disk-csi-driver, flux-source-controller, glow, ksops, gcsfuse, coredns, buildkitd, boring-registry",Resource Management Errors
