id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2017-7861,Google gRPC before 2017-02-22 has an out-of-bounds write related to the gpr_free function in core/lib/support/alloc.c.,GRP,CWE-787,"Out-of-bounds write vulnerability, where writing data outside the allocated memory buffer can lead to crashes, data corruption, or arbitrary code execution.",An out-of-bounds write in the gpr_free function within the gRPC library's core/lib/support/alloc.c file.,"Potential for crashes, data corruption, or arbitrary code execution.",2017-04-14T04:59:00.417,,,nvd,google grpc before 20170222 has an outofbounds write related to the gpr_free function in corelibsupportallocc,Google gRPC before 2017-02-22 has an out-of-bounds write related to the gpr_free function in core/lib/support/alloc.c.,"Out-of-bounds write vulnerability, where writing data outside the allocated memory buffer can lead to crashes, data corruption, or arbitrary code execution."
CVE-2017-8359,Google gRPC before 2017-03-29 has an out-of-bounds write caused by a heap-based use-after-free related to the grpc_call_destroy function in core/lib/surface/call.c.,GRP,CWE-787,Out-of-bounds Write,A heap-based use-after-free related to the grpc_call_destroy function in core/lib/surface/call.c.,"Out-of-bounds write, potentially leading to arbitrary code execution or denial of service.",2017-04-30T17:59:00.997,,,nvd,google grpc before 20170329 has an outofbounds write caused by a heapbased useafterfree related to the grpc_call_destroy function in corelibsurfacecallc,Google gRPC before 2017-03-29 has an out-of-bounds write caused by a heap-based use-after-free related to the grpc_call_destroy function in core/lib/surface/call.c.,Out-of-bounds Write
CVE-2017-3876,"A vulnerability in the Event Management Service daemon (emsd) of Cisco IOS XR routers could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on the affected device. The vulnerability is due to improper handling of gRPC requests. An attacker could exploit this vu",GRP,CWE-20,Improper Input Validation,Improper handling of gRPC requests,Denial of service (DoS) on the affected Cisco IOS XR router,2017-05-16T17:29:00.247,,,nvd,a vulnerability in the event management service daemon emsd of cisco ios xr routers could allow an unauthenticated remote attacker to cause a denial of service dos condition on the affected device the vulnerability is due to improper handling of grpc requests an attacker could exploit this vu,"A vulnerability in the Event Management Service daemon (emsd) of Cisco IOS XR routers could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on the affected device. The vulnerability is due to improper handling of gRPC requests. An attacker could exploit this vu",Improper Input Validation
CVE-2017-9431,Google gRPC before 2017-04-05 has an out-of-bounds write caused by a heap-based buffer overflow related to core/lib/iomgr/error.c.,GRP,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,A heap-based buffer overflow in core/lib/iomgr/error.c causes an out-of-bounds write.,Potential for arbitrary code execution or system crash.,2017-06-05T03:29:00.197,,,nvd,google grpc before 20170405 has an outofbounds write caused by a heapbased buffer overflow related to corelibiomgrerrorc,Google gRPC before 2017-04-05 has an out-of-bounds write caused by a heap-based buffer overflow related to core/lib/iomgr/error.c.,Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2017-12270,"A vulnerability in the gRPC code of Cisco IOS XR Software for Cisco Network Convergence System (NCS) 5500 Series Routers could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition when the emsd service stops. The vulnerability is due to the software's inability to p",GRP,CWE-400,Uncontrolled Resource Consumption,The software's inability to properly handle the emsd service stopping.,Denial of service (DoS) condition.,2017-10-05T07:29:00.777,,,nvd,a vulnerability in the grpc code of cisco ios xr software for cisco network convergence system ncs 5500 series routers could allow an unauthenticated remote attacker to cause a denial of service dos condition when the emsd service stops the vulnerability is due to the softwares inability to p,"A vulnerability in the gRPC code of Cisco IOS XR Software for Cisco Network Convergence System (NCS) 5500 Series Routers could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition when the emsd service stops. The vulnerability is due to the software's inability to p",Uncontrolled Resource Consumption
CVE-2018-16886,"etcd versions 3.2.x before 3.2.26 and 3.3.x before 3.3.11 are vulnerable to an improper authentication issue when role-based access control (RBAC) is used and client-cert-auth is enabled. If an etcd client server TLS certificate contains a Common Name (CN) which matches a valid RBAC username, a remo",GRP,CWE-287,Improper Authentication,Improper authentication when using role-based access control (RBAC) and client-cert-auth.  A client certificate's Common Name (CN) matching a valid RBAC username allows unauthorized access.,Unauthorized access to etcd resources.,2019-01-14T19:29:00.243,8.1,HIGH,nvd,etcd versions 32x before 3226 and 33x before 3311 are vulnerable to an improper authentication issue when rolebased access control rbac is used and clientcertauth is enabled if an etcd client server tls certificate contains a common name cn which matches a valid rbac username a remo,"etcd versions 3.2.x before 3.2.26 and 3.3.x before 3.3.11 are vulnerable to an improper authentication issue when role-based access control (RBAC) is used and client-cert-auth is enabled. If an etcd client server TLS certificate contains a Common Name (CN) which matches a valid RBAC username, a remo",Improper Authentication
CVE-2019-0034,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a vulnerability. Notes: Google gRPC credentials were found which existed for specific internal product testing purposes which are not used as part of produ,GRP,N/A,This is not a vulnerability.,Misidentified internal testing credentials.,"No impact, as it was not a vulnerability.",2019-04-10T20:29:00.630,,,nvd,rejected reason do not use this candidate number reason this candidate was withdrawn by its cna further investigation showed that it was not a vulnerability notes google grpc credentials were found which existed for specific internal product testing purposes which are not used as part of produ,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a vulnerability. Notes: Google gRPC credentials were found which existed for specific internal product testing purposes which are not used as part of produ,This is not a vulnerability.
CVE-2019-1711,"A vulnerability in the Event Management Service daemon (emsd) of Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. The vulnerability is due to improper handling of gRPC requests. An attacker could exploit this vu",GRP,CWE-20,Improper Input Validation,Improper handling of gRPC requests,Denial of service (DoS),2019-04-17T22:29:00.437,,,nvd,a vulnerability in the event management service daemon emsd of cisco ios xr software could allow an unauthenticated remote attacker to cause a denial of service dos condition on an affected device the vulnerability is due to improper handling of grpc requests an attacker could exploit this vu,"A vulnerability in the Event Management Service daemon (emsd) of Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. The vulnerability is due to improper handling of gRPC requests. An attacker could exploit this vu",Improper Input Validation
CVE-2020-7768,The package grpc before 1.24.4; the package @grpc/grpc-js before 1.1.8 are vulnerable to Prototype Pollution via loadPackageDefinition.,GRP,CWE-918,Improper Neutralization of Special Elements used in an Object Name or Path,The `loadPackageDefinition` function in gRPC versions before 1.24.4 and @grpc/grpc-js versions before 1.1.8 is vulnerable to prototype pollution.,"Attackers could use prototype pollution to overwrite the prototypes of built-in objects, potentially leading to arbitrary code execution or data modification.",2020-11-11T11:15:10.930,7.5,HIGH,nvd,the package grpc before 1244 the package grpcgrpcjs before 118 are vulnerable to prototype pollution via loadpackagedefinition,The package grpc before 1.24.4; the package @grpc/grpc-js before 1.1.8 are vulnerable to Prototype Pollution via loadPackageDefinition.,Improper Neutralization of Special Elements used in an Object Name or Path
CVE-2020-25217,Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command Injection as root in its administrative web interface.,GRP,CWE-77,Improper Neutralization of Special Elements used in an OS Command ('Command Injection'),Lack of proper sanitization of user-supplied input in the administrative web interface of the Grandstream GRP261x VoIP phone.,"Allows an attacker to execute arbitrary commands with root privileges on the device, potentially leading to complete compromise of the phone and access to sensitive data or network resources.",2021-03-29T17:15:14.927,7.2,HIGH,nvd,grandstream grp261x voip phone running firmware version 1036 base allows command injection as root in its administrative web interface,Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command Injection as root in its administrative web interface.,Improper Neutralization of Special Elements used in an OS Command ('Command Injection')
CVE-2020-25218,Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentication Bypass in its administrative web interface.,GRP,CWE-862,Missing Authentication for Critical Function,Lack of proper authentication in the administrative web interface of the GRP261x VoIP phone firmware version 1.0.3.6.,"An attacker can bypass authentication and gain unauthorized access to the administrative web interface, potentially allowing them to modify phone settings, access sensitive information, or compromise the device.",2021-03-29T17:15:14.990,9.8,CRITICAL,nvd,grandstream grp261x voip phone running firmware version 1036 base allow authentication bypass in its administrative web interface,Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentication Bypass in its administrative web interface.,Missing Authentication for Critical Function
CVE-2021-28682,An issue was discovered in Envoy through 1.71.1. There is a remotely exploitable integer overflow in which a very large grpc-timeout value leads to unexpected timeout calculations.,GRP,CWE-190,Integer overflow vulnerability.  An integer overflow occurs when an arithmetic operation attempts to create a numeric value that is outside the range that can be represented with the given number of bits.,A remotely exploitable integer overflow in the handling of the `grpc-timeout` value. A very large value leads to unexpected timeout calculations.,Remote exploitation leading to unexpected timeout calculations.,2021-05-20T17:15:07.680,7.5,HIGH,nvd,an issue was discovered in envoy through 1711 there is a remotely exploitable integer overflow in which a very large grpctimeout value leads to unexpected timeout calculations,An issue was discovered in Envoy through 1.71.1. There is a remotely exploitable integer overflow in which a very large grpc-timeout value leads to unexpected timeout calculations.,Integer overflow vulnerability.  An integer overflow occurs when an arithmetic operation attempts to create a numeric value that is outside the range that can be represented with the given number of bits.
CVE-2021-36153,Mismanaged state in GRPCWebToHTTP2ServerCodec.swift in gRPC Swift 1.1.0 and 1.1.1 allows remote attackers to deny service by sending malformed requests.,GRP,CWE-20,Improper Input Validation,Mismanaged state in GRPCWebToHTTP2ServerCodec.swift allows processing of malformed requests.,Denial of service (DoS). Remote attackers can cause the service to become unavailable by sending crafted requests.,2021-07-09T12:15:08.063,7.5,HIGH,nvd,mismanaged state in grpcwebtohttp2servercodecswift in grpc swift 110 and 111 allows remote attackers to deny service by sending malformed requests,Mismanaged state in GRPCWebToHTTP2ServerCodec.swift in gRPC Swift 1.1.0 and 1.1.1 allows remote attackers to deny service by sending malformed requests.,Improper Input Validation
CVE-2021-36154,"HTTP2ToRawGRPCServerCodec in gRPC Swift 1.1.1 and earlier allows remote attackers to deny service via the delivery of many small messages within a single HTTP/2 frame, leading to Uncontrolled Recursion and stack consumption.",GRP,CWE-674,Uncontrolled Recursion,"The HTTP2ToRawGRPCServerCodec in gRPC Swift 1.1.1 and earlier does not properly handle many small messages within a single HTTP/2 frame, leading to uncontrolled recursion and stack consumption.","Remote attackers can cause a denial of service by sending many small messages within a single HTTP/2 frame, leading to resource exhaustion and application crashes.",2021-07-09T12:15:08.097,7.5,HIGH,nvd,http2torawgrpcservercodec in grpc swift 111 and earlier allows remote attackers to deny service via the delivery of many small messages within a single http2 frame leading to uncontrolled recursion and stack consumption,"HTTP2ToRawGRPCServerCodec in gRPC Swift 1.1.1 and earlier allows remote attackers to deny service via the delivery of many small messages within a single HTTP/2 frame, leading to Uncontrolled Recursion and stack consumption.",Uncontrolled Recursion
CVE-2021-36155,"LengthPrefixedMessageReader in gRPC Swift 1.1.0 and earlier allocates buffers of arbitrary length, which allows remote attackers to cause uncontrolled resource consumption and deny service.",GRP,CWE-770,Allocation of Resources Without Limits or Insufficient Resource Limits,LengthPrefixedMessageReader in gRPC Swift 1.1.0 and earlier allocates buffers of arbitrary length without proper size validation.,"Remote attackers can cause uncontrolled resource consumption (e.g., memory exhaustion) leading to a denial-of-service condition.",2021-07-09T12:15:08.127,7.5,HIGH,nvd,lengthprefixedmessagereader in grpc swift 110 and earlier allocates buffers of arbitrary length which allows remote attackers to cause uncontrolled resource consumption and deny service,"LengthPrefixedMessageReader in gRPC Swift 1.1.0 and earlier allocates buffers of arbitrary length, which allows remote attackers to cause uncontrolled resource consumption and deny service.",Allocation of Resources Without Limits or Insufficient Resource Limits
CVE-2021-32781,Envoy is an open source L7 proxy and communication bus designed for large modern service oriented architectures. In affected versions after Envoy sends a locally generated response it must stop further processing of request or response data. However when local response is generated due the internal,GRP,CWE-835,Improper Handling of Exceptional Conditions,"Envoy fails to properly stop processing request/response data after generating a local response, leading to potential data leaks or unexpected behavior.","Potential data leaks, unexpected behavior, and denial of service due to resource exhaustion.",2021-08-24T21:15:10.157,8.6,HIGH,nvd,envoy is an open source l7 proxy and communication bus designed for large modern service oriented architectures in affected versions after envoy sends a locally generated response it must stop further processing of request or response data however when local response is generated due the internal,Envoy is an open source L7 proxy and communication bus designed for large modern service oriented architectures. In affected versions after Envoy sends a locally generated response it must stop further processing of request or response data. However when local response is generated due the internal,Improper Handling of Exceptional Conditions
CVE-2021-41130,"Extensible Service Proxy, a.k.a. ESP is a proxy which enables API management capabilities for JSON/REST or gRPC API services. ESPv1 can be configured to authenticate a JWT token. Its verified JWT claim is passed to the application by HTTP header ""X-Endpoint-API-UserInfo"", the application can use it ",GRP,CWE-287,Improper Authentication,"Improper handling of JWT token verification and subsequent passing of the claims in the HTTP header.  The application relies on the untrusted ""X-Endpoint-API-UserInfo"" header, allowing potential manipulation.","An attacker might be able to forge or manipulate the ""X-Endpoint-API-UserInfo"" header to impersonate another user or gain unauthorized access to application resources.",2021-10-07T19:15:08.843,6.4,MEDIUM,nvd,extensible service proxy aka esp is a proxy which enables api management capabilities for jsonrest or grpc api services espv1 can be configured to authenticate a jwt token its verified jwt claim is passed to the application by http header xendpointapiuserinfo the application can use it,"Extensible Service Proxy, a.k.a. ESP is a proxy which enables API management capabilities for JSON/REST or gRPC API services. ESPv1 can be configured to authenticate a JWT token. Its verified JWT claim is passed to the application by HTTP header ""X-Endpoint-API-UserInfo"", the application can use it ",Improper Authentication
CVE-2021-31350,"An Improper Privilege Management vulnerability in the gRPC framework, used by the Juniper Extension Toolkit (JET) API on Juniper Networks Junos OS and Junos OS Evolved, allows a network-based, low-privileged authenticated attacker to perform operations as root, leading to complete compromise of the ",GRP,CWE-250,Improper Privilege Management,Improper privilege management in the gRPC framework used by the Juniper Extension Toolkit (JET) API.,"A network-based, low-privileged authenticated attacker can perform operations as root, leading to complete compromise of the system.",2021-10-19T19:15:08.537,7.5,HIGH,nvd,an improper privilege management vulnerability in the grpc framework used by the juniper extension toolkit jet api on juniper networks junos os and junos os evolved allows a networkbased lowprivileged authenticated attacker to perform operations as root leading to complete compromise of the,"An Improper Privilege Management vulnerability in the gRPC framework, used by the Juniper Extension Toolkit (JET) API on Juniper Networks Junos OS and Junos OS Evolved, allows a network-based, low-privileged authenticated attacker to perform operations as root, leading to complete compromise of the ",Improper Privilege Management
CVE-2021-22810,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC pointing to a delete policy file. Affected Products: 1,GRP,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Lack of proper input sanitization or escaping of user-supplied data in URLs used for deleting policy files.,"Arbitrary script execution when a privileged account clicks on a maliciously crafted URL, potentially leading to data breaches, account compromise, or system takeover.",2022-01-28T20:15:09.997,6.1,MEDIUM,nvd,a cwe79 improper neutralization of input during web page generation crosssite scripting vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious url specifically crafted for the nmc pointing to a delete policy file affected products 1,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC pointing to a delete policy file. Affected Products: 1,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2021-22811,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause script execution when the request of a privileged account accessing the vulnerable web page is intercepted. Affected Products: 1-Phase Uninterruptible Power Supply (UP,GRP,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') allows attackers to inject malicious scripts into a web page viewed by other users.,Improper neutralization of input during web page generation allows for the injection of malicious scripts.,Script execution when a privileged account's request to the vulnerable web page is intercepted.,2022-01-28T20:15:10.047,6.1,MEDIUM,nvd,a cwe79 improper neutralization of input during web page generation crosssite scripting vulnerability exists that could cause script execution when the request of a privileged account accessing the vulnerable web page is intercepted affected products 1phase uninterruptible power supply up,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause script execution when the request of a privileged account accessing the vulnerable web page is intercepted. Affected Products: 1-Phase Uninterruptible Power Supply (UP,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') allows attackers to inject malicious scripts into a web page viewed by other users.
CVE-2021-22812,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC. Affected Products: 1-Phase Uninterruptible Power Supp,GRP,CWE-79,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting').  This vulnerability allows attackers to inject malicious scripts into a web page, which are then executed by the victim's browser.",Lack of proper input sanitization or escaping of user-supplied data within the web application's context.,"Arbitrary script execution, potentially leading to session hijacking, data theft, or other malicious actions.",2022-01-28T20:15:10.100,6.1,MEDIUM,nvd,a cwe79 improper neutralization of input during web page generation crosssite scripting vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious url specifically crafted for the nmc affected products 1phase uninterruptible power supp,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC. Affected Products: 1-Phase Uninterruptible Power Supp,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting').  This vulnerability allows attackers to inject malicious scripts into a web page, which are then executed by the victim's browser."
CVE-2021-22813,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC pointing to an edit policy file. Affected Products: 1-,GRP,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Lack of proper input sanitization or escaping when generating web pages from data supplied by a privileged account.,"Arbitrary script execution, potentially leading to unauthorized access, data theft, or system compromise.",2022-01-28T20:15:10.147,6.1,MEDIUM,nvd,a cwe79 improper neutralization of input during web page generation crosssite scripting vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious url specifically crafted for the nmc pointing to an edit policy file affected products 1,A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists that could cause arbritrary script execution when a privileged account clicks on a malicious URL specifically crafted for the NMC pointing to an edit policy file. Affected Products: 1-,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2021-22814,"A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists which could cause arbritrary script execution when a malicious file is read and displayed. Affected Products: 1-Phase Uninterruptible Power Supply (UPS) using NMC2 including Smart-UPS,",GRP,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Failure to properly neutralize user-supplied input when generating web pages, allowing malicious script execution.","Arbitrary script execution, potentially leading to data theft, session hijacking, or other attacks.",2022-01-28T20:15:10.200,6.1,MEDIUM,nvd,a cwe79 improper neutralization of input during web page generation crosssite scripting vulnerability exists which could cause arbritrary script execution when a malicious file is read and displayed affected products 1phase uninterruptible power supply ups using nmc2 including smartups,"A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists which could cause arbritrary script execution when a malicious file is read and displayed. Affected Products: 1-Phase Uninterruptible Power Supply (UPS) using NMC2 including Smart-UPS,",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2021-22815,"A CWE-200: Information Exposure vulnerability exists which could cause the troubleshooting archive to be accessed. Affected Products: 1-Phase Uninterruptible Power Supply (UPS) using NMC2 including Smart-UPS, Symmetra, and Galaxy 3500 with Network Management Card 2 (NMC2): AP9630/AP9630CH/AP9630J, A",GRP,CWE-200,Information Exposure,Improper access control to the troubleshooting archive in 1-Phase UPS systems using NMC2.,Unauthorized access to the troubleshooting archive.,2022-01-28T20:15:10.250,5.3,MEDIUM,nvd,a cwe200 information exposure vulnerability exists which could cause the troubleshooting archive to be accessed affected products 1phase uninterruptible power supply ups using nmc2 including smartups symmetra and galaxy 3500 with network management card 2 nmc2 ap9630ap9630chap9630j a,"A CWE-200: Information Exposure vulnerability exists which could cause the troubleshooting archive to be accessed. Affected Products: 1-Phase Uninterruptible Power Supply (UPS) using NMC2 including Smart-UPS, Symmetra, and Galaxy 3500 with Network Management Card 2 (NMC2): AP9630/AP9630CH/AP9630J, A",Information Exposure
CVE-2022-24777,"grpc-swift is the Swift language implementation of gRPC, a remote procedure call (RPC) framework. Prior to version 1.7.2, a grpc-swift server is vulnerable to a denial of service attack via a reachable assertion. This is due to incorrect logic when handling GOAWAY frames. The attack is low-effort: i",GRP,CWE-665,Improper Handling of Exception Conditions,Incorrect logic when handling GOAWAY frames in grpc-swift server.,"Denial of service vulnerability, making the server unreachable due to an assertion failure.",2022-03-25T17:15:08.653,7.5,HIGH,nvd,grpcswift is the swift language implementation of grpc a remote procedure call rpc framework prior to version 172 a grpcswift server is vulnerable to a denial of service attack via a reachable assertion this is due to incorrect logic when handling goaway frames the attack is loweffort i,"grpc-swift is the Swift language implementation of gRPC, a remote procedure call (RPC) framework. Prior to version 1.7.2, a grpc-swift server is vulnerable to a denial of service attack via a reachable assertion. This is due to incorrect logic when handling GOAWAY frames. The attack is low-effort: i",Improper Handling of Exception Conditions
CVE-2022-26245,Falcon-plus v0.3 was discovered to contain a SQL injection vulnerability via the parameter grpName in /config/service/host.go.,GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in the `grpName` parameter of the `/config/service/host.go` file.,"Potential for unauthorized access, data modification, or server compromise.",2022-03-27T14:15:12.427,9.8,CRITICAL,nvd,falconplus v03 was discovered to contain a sql injection vulnerability via the parameter grpname in configservicehostgo,Falcon-plus v0.3 was discovered to contain a SQL injection vulnerability via the parameter grpName in /config/service/host.go.,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2022-29224,Envoy is a cloud-native high-performance proxy. Versions of envoy prior to 1.22.1 are subject to a segmentation fault in the GrpcHealthCheckerImpl. Envoy can perform various types of upstream health checking. One of them uses gRPC. Envoy also has a feature which can “hold” (prevent removal) upstream,GRP,CWE-787,Out-of-bounds Write,A segmentation fault in the GrpcHealthCheckerImpl due to an out-of-bounds write in Envoy versions prior to 1.22.1.,"Envoy may crash, leading to service disruption and potential denial of service.",2022-06-09T19:15:10.450,5.9,MEDIUM,nvd,envoy is a cloudnative highperformance proxy versions of envoy prior to 1221 are subject to a segmentation fault in the grpchealthcheckerimpl envoy can perform various types of upstream health checking one of them uses grpc envoy also has a feature which can hold prevent removal upstream,Envoy is a cloud-native high-performance proxy. Versions of envoy prior to 1.22.1 are subject to a segmentation fault in the GrpcHealthCheckerImpl. Envoy can perform various types of upstream health checking. One of them uses gRPC. Envoy also has a feature which can “hold” (prevent removal) upstream,Out-of-bounds Write
CVE-2022-22215,A Missing Release of File Descriptor or Handle after Effective Lifetime vulnerability in plugable authentication module (PAM) of Juniper Networks Junos OS and Junos OS Evolved allows a locally authenticated attacker with low privileges to cause a Denial of Service (DoS). It is possible that after th,GRP,CWE-772,Missing Release of Resource After Effective Lifetime,Failure to release a file descriptor or handle after its effective lifetime in the PAM module.,Denial of Service (DoS),2022-07-20T15:15:08.950,6.5,MEDIUM,nvd,a missing release of file descriptor or handle after effective lifetime vulnerability in plugable authentication module pam of juniper networks junos os and junos os evolved allows a locally authenticated attacker with low privileges to cause a denial of service dos it is possible that after th,A Missing Release of File Descriptor or Handle after Effective Lifetime vulnerability in plugable authentication module (PAM) of Juniper Networks Junos OS and Junos OS Evolved allows a locally authenticated attacker with low privileges to cause a Denial of Service (DoS). It is possible that after th,Missing Release of Resource After Effective Lifetime
CVE-2023-0296,"The Birthday attack against 64-bit block ciphers flaw (CVE-2016-2183) was reported for the health checks port (9979) on etcd grpc-proxy component. Even though the CVE-2016-2183 has been fixed in the etcd components, to enable periodic health checks from kubelet, it was necessary to open up a new por",GRP,CWE-327,Use of a Broken or Risky Cryptographic Algorithm,Use of a 64-bit block cipher vulnerable to birthday attacks in the health checks port (9979) of the etcd grpc-proxy component.,"Potential compromise of the etcd cluster through a birthday attack, potentially leading to unauthorized access or data modification.",2023-01-17T21:15:15.273,5.3,MEDIUM,nvd,the birthday attack against 64bit block ciphers flaw cve20162183 was reported for the health checks port 9979 on etcd grpcproxy component even though the cve20162183 has been fixed in the etcd components to enable periodic health checks from kubelet it was necessary to open up a new por,"The Birthday attack against 64-bit block ciphers flaw (CVE-2016-2183) was reported for the health checks port (9979) on etcd grpc-proxy component. Even though the CVE-2016-2183 has been fixed in the etcd components, to enable periodic health checks from kubelet, it was necessary to open up a new por",Use of a Broken or Risky Cryptographic Algorithm
CVE-2023-27487,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.26.0, 1.25.3, 1.24.4, 1.23.6, and 1.22.9, the client may bypass JSON Web Token (JWT) checks and forge fake original paths. The header `x-envoy-original-path` should be an internal header, but E",GRP,CWE-287,Improper Authentication,Improper handling of the x-envoy-original-path header allows clients to bypass JWT authentication checks and forge original paths.,Attackers can bypass JWT authentication and potentially access unauthorized resources or functionalities.,2023-04-04T16:15:07.343,8.2,HIGH,nvd,envoy is an open source edge and service proxy designed for cloudnative applications prior to versions 1260 1253 1244 1236 and 1229 the client may bypass json web token jwt checks and forge fake original paths the header xenvoyoriginalpath should be an internal header but e,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.26.0, 1.25.3, 1.24.4, 1.23.6, and 1.22.9, the client may bypass JSON Web Token (JWT) checks and forge fake original paths. The header `x-envoy-original-path` should be an internal header, but E",Improper Authentication
CVE-2023-27488,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.26.0, 1.25.3, 1.24.4, 1.23.6, and 1.22.9, escalation of privileges is possible when `failure_mode_allow: true` is configured for `ext_authz` filter. For affected components that are used for lo",GRP,CWE-264,"Permissions, privileges, and access rights are not properly managed.",Improper configuration of the `ext_authz` filter with `failure_mode_allow: true` allows escalation of privileges.,Escalation of privileges,2023-04-04T18:15:07.083,5.4,MEDIUM,nvd,envoy is an open source edge and service proxy designed for cloudnative applications prior to versions 1260 1253 1244 1236 and 1229 escalation of privileges is possible when failure_mode_allow true is configured for ext_authz filter for affected components that are used for lo,"Envoy is an open source edge and service proxy designed for cloud-native applications. Prior to versions 1.26.0, 1.25.3, 1.24.4, 1.23.6, and 1.22.9, escalation of privileges is possible when `failure_mode_allow: true` is configured for `ext_authz` filter. For affected components that are used for lo","Permissions, privileges, and access rights are not properly managed."
CVE-2023-29193,"SpiceDB is an open source, Google Zanzibar-inspired, database system for creating and managing security-critical application permissions. The `spicedb serve` command contains a flag named `--grpc-preshared-key` which is used to protect the gRPC API from being accessed by unauthorized requests. The v",GRP,CWE-259,Use of Hard-coded Credentials,"The presence of the `--grpc-preshared-key` flag, implying the possibility of hardcoded keys in configurations or deployments.","Unauthorized access to the gRPC API, potentially leading to data breaches or other security compromises.",2023-04-14T20:15:09.670,8.7,HIGH,nvd,spicedb is an open source google zanzibarinspired database system for creating and managing securitycritical application permissions the spicedb serve command contains a flag named grpcpresharedkey which is used to protect the grpc api from being accessed by unauthorized requests the v,"SpiceDB is an open source, Google Zanzibar-inspired, database system for creating and managing security-critical application permissions. The `spicedb serve` command contains a flag named `--grpc-preshared-key` which is used to protect the gRPC API from being accessed by unauthorized requests. The v",Use of Hard-coded Credentials
