id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2017-8638,"Microsoft Edge in Microsoft Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is ",Microsoft Edge Browser,CWE-125,Out-of-bounds read,Improper handling of objects in memory by the Microsoft Edge JavaScript engine.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.063,,,nvd,microsoft edge in microsoft windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vulnerability this cve id is,"Microsoft Edge in Microsoft Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is ",Out-of-bounds read
CVE-2017-8639,"Microsoft Edge in Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerabil",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engine.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.097,,,nvd,microsoft edge in windows 10 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vulnerabil,"Microsoft Edge in Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerabil",Out-of-bounds Write
CVE-2017-8640,"Microsoft Edge in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruptio",Microsoft Edge Browser,CWE-126,Buffer Over-read,Improper handling of objects in memory by the Microsoft browser JavaScript engines during content rendering.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.127,,,nvd,microsoft edge in windows 10 gold 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruptio,"Microsoft Edge in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruptio",Buffer Over-read
CVE-2017-8645,"Microsoft Edge in Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vuln",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engines.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.267,,,nvd,microsoft edge in windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vuln,"Microsoft Edge in Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vuln",Out-of-bounds Write
CVE-2017-8646,"Microsoft Edge in Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vuln",Microsoft Edge Browser,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,Improper handling of objects in memory by the Microsoft browser JavaScript engines when rendering content.,Allows an attacker to execute arbitrary code in the context of the current user.,2017-08-08T21:29:01.297,,,nvd,microsoft edge in windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vuln,"Microsoft Edge in Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vuln",Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2017-8647,"Microsoft Edge in Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique fro",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft Edge JavaScript engine leading to memory corruption.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.330,,,nvd,microsoft edge in windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vulnerability this cve id is unique fro,"Microsoft Edge in Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique fro",Out-of-bounds Write
CVE-2017-8655,"Microsoft Edge in Microsoft Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engine.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.517,,,nvd,microsoft edge in microsoft windows 10 gold 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory,"Microsoft Edge in Microsoft Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory",Out-of-bounds Write
CVE-2017-8656,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption ",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engine leads to memory corruption.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.547,,,nvd,microsoft edge in microsoft windows 10 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption ",Out-of-bounds Write
CVE-2017-8657,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engine during content rendering.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.580,,,nvd,microsoft edge in microsoft windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corru,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Out-of-bounds Write
CVE-2017-8670,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption ",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engines.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.813,,,nvd,microsoft edge in microsoft windows 10 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption ",Out-of-bounds Write
CVE-2017-8671,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory within the Microsoft browser JavaScript engine leads to memory corruption.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.860,,,nvd,microsoft edge in microsoft windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corru,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Out-of-bounds Write
CVE-2017-8672,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Microsoft Edge Browser,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,"The Microsoft browser JavaScript engines improperly handle objects in memory, leading to memory corruption.",An attacker can execute arbitrary code in the context of the current user.,2017-08-08T21:29:01.893,,,nvd,microsoft edge in microsoft windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corru,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corru",Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2017-8674,"Microsoft Edge in Microsoft Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is ",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft Edge JavaScript engine.,Arbitrary code execution in the context of the current user.,2017-08-08T21:29:01.953,,,nvd,microsoft edge in microsoft windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption vulnerability this cve id is,"Microsoft Edge in Microsoft Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is ",Out-of-bounds Write
CVE-2017-8649,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user, due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engines during content rendering.,Arbitrary code execution in the context of the current user.,2017-09-13T01:29:09.787,,,nvd,microsoft edge in microsoft windows 10 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corruption,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user, due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corruption",Out-of-bounds Write
CVE-2017-8660,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user, due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corr",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the Microsoft browser JavaScript engines.,Arbitrary code execution in the context of the current user.,2017-09-13T01:29:09.833,,,nvd,microsoft edge in microsoft windows 10 1511 1607 1703 and windows server 2016 allows an attacker to execute arbitrary code in the context of the current user due to the way that microsoft browser javascript engines render content when handling objects in memory aka scripting engine memory corr,"Microsoft Edge in Microsoft Windows 10 1511, 1607, 1703, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user, due to the way that Microsoft browser JavaScript engines render content when handling objects in memory, aka ""Scripting Engine Memory Corr",Out-of-bounds Write
CVE-2017-8736,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to obtain specific information used in the parent",Microsoft Edge Browser,CWE-200,Information Leak,A vulnerability in Internet Explorer and Microsoft Edge allows an attacker to obtain specific information used in the parent process.,An attacker can obtain sensitive information from the affected systems.,2017-09-13T01:29:11.397,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 and windows server 2016 allow an attacker to obtain specific information used in the parent,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to obtain specific information used in the parent",Information Leak
CVE-2017-8741,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Internet Explorer and Microsoft Edge in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the cont",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,A vulnerability in Internet Explorer and Microsoft Edge allows an attacker to execute arbitrary code by writing outside the bounds of allocated memory.,"Arbitrary code execution, allowing attackers to take complete control of the affected system.",2017-09-13T01:29:11.597,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 sp2 and r2 sp1 windows 81 and windows rt 81 windows server 2012 and r2 and internet explorer and microsoft edge in windows 10 gold 1511 1607 1703 and windows server 2016 allow an attacker to execute arbitrary code in the cont,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Internet Explorer and Microsoft Edge in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the cont",Out-of-bounds Write
CVE-2017-8748,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the context of the c",Microsoft Edge Browser,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Vulnerability in Internet Explorer and Microsoft Edge allows an attacker to execute arbitrary code by injecting malicious commands.,Arbitrary code execution in the context of the current user.,2017-09-13T01:29:11.833,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 and windows server 2016 allow an attacker to execute arbitrary code in the context of the c,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the context of the c",Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2017-8750,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the context of the c",Microsoft Edge Browser,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Vulnerability in Internet Explorer and Microsoft Edge allows an attacker to execute arbitrary code by injecting malicious commands.,Arbitrary code execution in the context of the current user.,2017-09-13T01:29:11.897,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 and windows server 2016 allow an attacker to execute arbitrary code in the context of the c,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allow an attacker to execute arbitrary code in the context of the c",Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2017-11827,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an attacker to gain t",Microsoft Edge Browser,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),A vulnerability in Internet Explorer and Microsoft Edge allows an attacker to inject malicious scripts into web pages.,An attacker can gain unauthorized access to a user's system or steal sensitive information.,2017-11-15T03:29:00.390,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 and r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 1709 windows server 2016 and windows server version 1709 allows an attacker to gain t,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an attacker to gain t",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2017-11833,"Microsoft Edge in Microsoft Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an attacker to determine the origin of all webpages in the affected browser, due to how Microsoft Edge handles cross-origin requests, aka ""Microsoft Edge Information Discl",Microsoft Edge Browser,CWE-200,Information Exposure,Improper handling of cross-origin requests in Microsoft Edge.,Attacker can determine the origin of all webpages in the affected browser.,2017-11-15T03:29:00.513,,,nvd,microsoft edge in microsoft windows 10 gold 1511 1607 1703 1709 windows server 2016 and windows server version 1709 allows an attacker to determine the origin of all webpages in the affected browser due to how microsoft edge handles crossorigin requests aka microsoft edge information discl,"Microsoft Edge in Microsoft Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an attacker to determine the origin of all webpages in the affected browser, due to how Microsoft Edge handles cross-origin requests, aka ""Microsoft Edge Information Discl",Information Exposure
CVE-2017-11858,"ChakraCore and Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an",Microsoft Edge Browser,CWE-787,Out-of-bounds read,Unspecified vulnerability in ChakraCore and Internet Explorer allows an out-of-bounds read.,Potential for arbitrary code execution or information disclosure.,2017-11-15T03:29:01.357,,,nvd,chakracore and internet explorer in microsoft windows 7 sp1 windows server 2008 and r2 sp1 windows 81 and windows rt 81 windows server 2012 and r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 1709 windows server 2016 and windows server version 1709 allows an,"ChakraCore and Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows an",Out-of-bounds read
CVE-2017-11872,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to force the browser to send data that would otherwise be restricted to a destination website of the attacker's choice, due to how Microsoft Edge handles redirect requests, aka ""Microsoft Edge Security Feat",Microsoft Edge Browser,CWE-601,Assertion or assumption violation,Improper handling of redirect requests in Microsoft Edge.,An attacker can force the browser to send restricted data to a malicious website.,2017-11-15T03:29:01.623,,,nvd,microsoft edge in microsoft windows 10 1607 1703 and windows server 2016 allows an attacker to force the browser to send data that would otherwise be restricted to a destination website of the attackers choice due to how microsoft edge handles redirect requests aka microsoft edge security feat,"Microsoft Edge in Microsoft Windows 10 1607, 1703, and Windows Server 2016 allows an attacker to force the browser to send data that would otherwise be restricted to a destination website of the attacker's choice, due to how Microsoft Edge handles redirect requests, aka ""Microsoft Edge Security Feat",Assertion or assumption violation
CVE-2018-0927,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows information disclosur",Microsoft Edge Browser,CWE-200,Information Leak,Vulnerability in Internet Explorer and Microsoft Edge allows information disclosure.,Information disclosure,2018-03-14T17:29:03.230,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 and r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 1709 windows server 2016 and windows server version 1709 allows information disclosur,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows information disclosur",Information Leak
CVE-2018-0932,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows information disclosur",Microsoft Edge Browser,CWE-200,Information Leakage,A vulnerability in Internet Explorer and Microsoft Edge allows information disclosure.,Information disclosure,2018-03-14T17:29:03.450,,,nvd,internet explorer in microsoft windows 7 sp1 windows server 2008 r2 sp1 windows 81 and windows rt 81 windows server 2012 and r2 and microsoft edge and internet explorer in windows 10 gold 1511 1607 1703 1709 windows server 2016 and windows server version 1709 allows information disclosur,"Internet Explorer in Microsoft Windows 7 SP1, Windows Server 2008 R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, and Microsoft Edge and Internet Explorer in Windows 10 Gold, 1511, 1607, 1703, 1709, Windows Server 2016 and Windows Server, version 1709 allows information disclosur",Information Leakage
CVE-2018-1023,"A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory, aka ""Microsoft Browser Memory Corruption Vulnerability."" This affects Microsoft Edge, ChakraCore.",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory within Microsoft browsers (Edge and ChakraCore) allows for memory corruption.,Remote code execution,2018-04-12T01:29:10.003,,,nvd,a remote code execution vulnerability exists in the way that microsoft browsers access objects in memory aka microsoft browser memory corruption vulnerability this affects microsoft edge chakracore,"A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory, aka ""Microsoft Browser Memory Corruption Vulnerability."" This affects Microsoft Edge, ChakraCore.",Out-of-bounds Write
CVE-2018-0954,"A remote code execution vulnerability exists in the way the scripting engine handles objects in memory in Microsoft browsers, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, ChakraCore, Internet Explorer 11, Microsoft Edge, Internet Explorer 10. This CVE ID ",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the scripting engine.,Remote code execution.,2018-05-09T19:29:00.713,,,nvd,a remote code execution vulnerability exists in the way the scripting engine handles objects in memory in microsoft browsers aka scripting engine memory corruption vulnerability this affects internet explorer 9 chakracore internet explorer 11 microsoft edge internet explorer 10 this cve id,"A remote code execution vulnerability exists in the way the scripting engine handles objects in memory in Microsoft browsers, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, ChakraCore, Internet Explorer 11, Microsoft Edge, Internet Explorer 10. This CVE ID ",Out-of-bounds Write
CVE-2018-1022,"A remote code execution vulnerability exists in the way the scripting engine handles objects in memory in Microsoft browsers, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects ChakraCore, Internet Explorer 11, Microsoft Edge. This CVE ID is unique from CVE-2018-0945, CVE-2018-0946",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,Improper handling of objects in memory by the scripting engine (ChakraCore),Remote code execution,2018-05-09T19:29:00.963,,,nvd,a remote code execution vulnerability exists in the way the scripting engine handles objects in memory in microsoft browsers aka scripting engine memory corruption vulnerability this affects chakracore internet explorer 11 microsoft edge this cve id is unique from cve20180945 cve20180946,"A remote code execution vulnerability exists in the way the scripting engine handles objects in memory in Microsoft browsers, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects ChakraCore, Internet Explorer 11, Microsoft Edge. This CVE ID is unique from CVE-2018-0945, CVE-2018-0946",Out-of-bounds Write
CVE-2018-1025,"An information disclosure vulnerability exists when affected Microsoft browsers improperly handle objects in memory, aka ""Microsoft Browser Information Disclosure Vulnerability."" This affects Internet Explorer 11, Microsoft Edge.",Microsoft Edge Browser,CWE-200,Information Leak,Improper handling of objects in memory in Microsoft browsers (Internet Explorer 11 and Microsoft Edge),Information disclosure,2018-05-09T19:29:01.010,,,nvd,an information disclosure vulnerability exists when affected microsoft browsers improperly handle objects in memory aka microsoft browser information disclosure vulnerability this affects internet explorer 11 microsoft edge,"An information disclosure vulnerability exists when affected Microsoft browsers improperly handle objects in memory, aka ""Microsoft Browser Information Disclosure Vulnerability."" This affects Internet Explorer 11, Microsoft Edge.",Information Leak
CVE-2018-8178,"A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory, aka ""Microsoft Browser Memory Corruption Vulnerability."" This affects ChakraCore, Internet Explorer 11, Microsoft Edge.",Microsoft Edge Browser,CWE-787,Out-of-bounds Write,"Improper handling of objects in memory within ChakraCore, leading to memory corruption.",Remote code execution,2018-05-09T19:29:02.980,,,nvd,a remote code execution vulnerability exists in the way that microsoft browsers access objects in memory aka microsoft browser memory corruption vulnerability this affects chakracore internet explorer 11 microsoft edge,"A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory, aka ""Microsoft Browser Memory Corruption Vulnerability."" This affects ChakraCore, Internet Explorer 11, Microsoft Edge.",Out-of-bounds Write
